Название улицы,Длина,Начальные координаты,Конечные координаты
,72.863,"(71.3398234, 42.9036018)","(71.3400622, 42.9041117)"
,92.985,"(71.3398234, 42.9036018)","(71.3389483, 42.9038271)"
,72.863,"(71.3400622, 42.9041117)","(71.3398234, 42.9036018)"
,121.578,"(71.3400622, 42.9041117)","(71.3389483, 42.9038271)"
,44.821,"(71.3400622, 42.9041117)","(71.3402052, 42.9044391)"
,25.33,"(71.3389483, 42.9038271)","(71.3386388, 42.9038494)"
,92.985,"(71.3389483, 42.9038271)","(71.3398234, 42.9036018)"
,121.578,"(71.3389483, 42.9038271)","(71.3400622, 42.9041117)"
,25.33,"(71.3386388, 42.9038494)","(71.3389483, 42.9038271)"
,31.043,"(71.3386388, 42.9038494)","(71.3386166, 42.9035707)"
,74.204,"(71.3386388, 42.9038494)","(71.3386919, 42.9045156)"
,31.718,"(71.3402052, 42.9044391)","(71.3405937, 42.9044195)"
,28.599,"(71.3402052, 42.9044391)","(71.3398549, 42.9044568)"
,44.821,"(71.3402052, 42.9044391)","(71.3400622, 42.9041117)"
,36.931,"(71.3398549, 42.9044568)","(71.3398674, 42.9047888)"
,28.599,"(71.3398549, 42.9044568)","(71.3402052, 42.9044391)"
,94.951,"(71.3398549, 42.9044568)","(71.3386919, 42.9045156)"
,36.931,"(71.3398674, 42.9047888)","(71.3398549, 42.9044568)"
,75.602,"(71.3398674, 42.9047888)","(71.3401508, 42.9053192)"
,93.552,"(71.3398674, 42.9047888)","(71.3389592, 42.9050238)"
,93.552,"(71.3389592, 42.9050238)","(71.3398674, 42.9047888)"
,121.144,"(71.3389592, 42.9050238)","(71.3401508, 42.9053192)"
,93.15,"(71.3389592, 42.9050238)","(71.3388049, 42.9057168)"
,35.052,"(71.3402414, 42.9056674)","(71.3406713, 42.9056527)"
,117.128,"(71.3402414, 42.9056674)","(71.3388049, 42.9057168)"
,42.396,"(71.3402414, 42.9056674)","(71.3401508, 42.9053192)"
,75.602,"(71.3401508, 42.9053192)","(71.3398674, 42.9047888)"
,42.396,"(71.3401508, 42.9053192)","(71.3402414, 42.9056674)"
,121.144,"(71.3401508, 42.9053192)","(71.3389592, 42.9050238)"
,117.128,"(71.3388049, 42.9057168)","(71.3402414, 42.9056674)"
,44.519,"(71.3388049, 42.9057168)","(71.3382589, 42.9057355)"
,93.15,"(71.3388049, 42.9057168)","(71.3389592, 42.9050238)"
,35.052,"(71.3406713, 42.9056527)","(71.3402414, 42.9056674)"
,137.271,"(71.3406713, 42.9056527)","(71.3405937, 42.9044195)"
,43.802,"(71.3406713, 42.9056527)","(71.3406961, 42.9060462)"
Аппасов,39.897,"(71.3382589, 42.9057355)","(71.3382358, 42.9053771)"
,44.519,"(71.3382589, 42.9057355)","(71.3388049, 42.9057168)"
Аппасов,94.602,"(71.3382589, 42.9057355)","(71.3383145, 42.9065853)"
,31.043,"(71.3386166, 42.9035707)","(71.3386388, 42.9038494)"
,74.204,"(71.3386919, 42.9045156)","(71.3386388, 42.9038494)"
,94.951,"(71.3386919, 42.9045156)","(71.3398549, 42.9044568)"
,41.63,"(71.3386919, 42.9045156)","(71.338182, 42.9045414)"
,31.718,"(71.3405937, 42.9044195)","(71.3402052, 42.9044391)"
,137.271,"(71.3405937, 42.9044195)","(71.3406713, 42.9056527)"
,154.75599999999997,"(71.3405937, 42.9044195)","(71.3402412, 42.9031939)"
Аппасов,93.029,"(71.338182, 42.9045414)","(71.3382358, 42.9053771)"
Аппасов,8.004,"(71.338182, 42.9045414)","(71.3381774, 42.9044695)"
,41.63,"(71.338182, 42.9045414)","(71.3386919, 42.9045156)"
Аппасов,76.086,"(71.3381218, 42.9036061)","(71.3381658, 42.9042896)"
,89.355,"(71.3381218, 42.9036061)","(71.3381658, 42.9042896)"
Аппасов,32.238,"(71.3381218, 42.9036061)","(71.3381032, 42.9033165)"
Аппасов,20.026,"(71.3381658, 42.9042896)","(71.3381774, 42.9044695)"
Аппасов,76.086,"(71.3381658, 42.9042896)","(71.3381218, 42.9036061)"
,89.355,"(71.3381658, 42.9042896)","(71.3381218, 42.9036061)"
,192.386,"(71.3328016, 42.9090441)","(71.3345047, 42.9082819)"
,80.518,"(71.3300067, 42.90794)","(71.3309777, 42.9079008)"
,18.769,"(71.3309777, 42.9079008)","(71.3311869, 42.90783)"
,80.518,"(71.3309777, 42.9079008)","(71.3300067, 42.90794)"
,49.436,"(71.3309777, 42.9079008)","(71.3304379, 42.9081002)"
,18.769,"(71.3311869, 42.90783)","(71.3309777, 42.9079008)"
,38.294,"(71.3311869, 42.90783)","(71.3316214, 42.9076984)"
,94.628,"(71.3311869, 42.90783)","(71.3308784, 42.9085235)"
,38.294,"(71.3316214, 42.9076984)","(71.3311869, 42.90783)"
,210.085,"(71.3316214, 42.9076984)","(71.3341031, 42.9071832)"
,166.80700000000002,"(71.3316214, 42.9076984)","(71.3311909, 42.9089616)"
,210.085,"(71.3341031, 42.9071832)","(71.3316214, 42.9076984)"
Исатай батыр,49.746,"(71.3341031, 42.9071832)","(71.3339379, 42.9067525)"
Исатай батыр,126.474,"(71.3341031, 42.9071832)","(71.3345047, 42.9082819)"
,98.89500000000001,"(71.3351137, 42.9065314)","(71.3339379, 42.9067525)"
Исатай батыр,156.635,"(71.3339379, 42.9067525)","(71.333418, 42.9053963)"
Исатай батыр,49.746,"(71.3339379, 42.9067525)","(71.3341031, 42.9071832)"
,98.89500000000001,"(71.3339379, 42.9067525)","(71.3351137, 42.9065314)"
,23.204,"(71.3378963, 42.9045034)","(71.3381774, 42.9044695)"
,115.66,"(71.3378963, 42.9045034)","(71.3382358, 42.9053771)"
,169.974,"(71.3378963, 42.9045034)","(71.3358247, 42.904669)"
Аппасов,39.897,"(71.3382358, 42.9053771)","(71.3382589, 42.9057355)"
Аппасов,93.029,"(71.3382358, 42.9053771)","(71.338182, 42.9045414)"
,115.66,"(71.3382358, 42.9053771)","(71.3378963, 42.9045034)"
,127.797,"(71.334258, 42.9047318)","(71.3358247, 42.904669)"
Аппасов,8.004,"(71.3381774, 42.9044695)","(71.338182, 42.9045414)"
Аппасов,20.026,"(71.3381774, 42.9044695)","(71.3381658, 42.9042896)"
,23.204,"(71.3381774, 42.9044695)","(71.3378963, 42.9045034)"
Каратау,5.953,"(71.3363266, 42.9035225)","(71.3362544, 42.9035308)"
Каратау,40.73,"(71.3363266, 42.9035225)","(71.3368205, 42.9034652)"
,74.676,"(71.3363266, 42.9035225)","(71.3367069, 42.9040265)"
,74.67599999999999,"(71.3367069, 42.9040265)","(71.3363266, 42.9035225)"
,91.297,"(71.336206, 42.9017417)","(71.3362748, 42.9025604)"
,23.419,"(71.336206, 42.9017417)","(71.3359427, 42.9017128)"
,72.13499999999999,"(71.336206, 42.9017417)","(71.3370683, 42.9017188)"
,91.297,"(71.3362748, 42.9025604)","(71.336206, 42.9017417)"
переулок Каратау,112.197,"(71.3362748, 42.9025604)","(71.3362544, 42.9035308)"
Фосфоритная,36.041,"(71.3362748, 42.9025604)","(71.3366914, 42.902609)"
Фосфоритная,325.94,"(71.3362748, 42.9025604)","(71.3323297, 42.9025579)"
Каратау,38.115,"(71.3362544, 42.9035308)","(71.3357922, 42.9035844)"
Каратау,5.953,"(71.3362544, 42.9035308)","(71.3363266, 42.9035225)"
переулок Каратау,112.197,"(71.3362544, 42.9035308)","(71.3362748, 42.9025604)"
переулок Каратау,95.784,"(71.3366914, 42.902609)","(71.3368205, 42.9034652)"
Фосфоритная,111.587,"(71.3366914, 42.902609)","(71.3380592, 42.9025524)"
Фосфоритная,36.041,"(71.3366914, 42.902609)","(71.3362748, 42.9025604)"
переулок Каратау,95.784,"(71.3368205, 42.9034652)","(71.3366914, 42.902609)"
Каратау,40.73,"(71.3368205, 42.9034652)","(71.3363266, 42.9035225)"
Каратау,105.777,"(71.3368205, 42.9034652)","(71.3381032, 42.9033165)"
Каратау,38.115,"(71.3357922, 42.9035844)","(71.3362544, 42.9035308)"
Исатай батыр,87.154,"(71.3323297, 42.9025579)","(71.3320394, 42.9018035)"
Исатай батыр,152.398,"(71.3323297, 42.9025579)","(71.3328356, 42.9038774)"
Фосфоритная,325.93999999999994,"(71.3323297, 42.9025579)","(71.3362748, 42.9025604)"
,65.117,"(71.3322759, 42.9034606)","(71.332589, 42.9039319)"
,20.98,"(71.332589, 42.9039319)","(71.3328356, 42.9038774)"
,65.117,"(71.332589, 42.9039319)","(71.3322759, 42.9034606)"
,217.373,"(71.332589, 42.9039319)","(71.330055, 42.9045393)"
,94.863,"(71.330055, 42.9045393)","(71.3289151, 42.9046414)"
,217.373,"(71.330055, 42.9045393)","(71.332589, 42.9039319)"
,40.527,"(71.330055, 42.9045393)","(71.3296661, 42.9047397)"
,20.98,"(71.3328356, 42.9038774)","(71.332589, 42.9039319)"
Исатай батыр,152.398,"(71.3328356, 42.9038774)","(71.3323297, 42.9025579)"
Исатай батыр,5.994,"(71.3328356, 42.9038774)","(71.3328555, 42.9039293)"
,79.31,"(71.3338128, 42.9038084)","(71.3328555, 42.9039293)"
Исатай батыр,5.994,"(71.3328555, 42.9039293)","(71.3328356, 42.9038774)"
Исатай батыр,60.325,"(71.3328555, 42.9039293)","(71.3330558, 42.9044516)"
,79.31,"(71.3328555, 42.9039293)","(71.3338128, 42.9038084)"
,192.38600000000002,"(71.3345047, 42.9082819)","(71.3328016, 42.9090441)"
Исатай батыр,126.474,"(71.3345047, 42.9082819)","(71.3341031, 42.9071832)"
Исатай батыр,37.789,"(71.3345047, 42.9082819)","(71.3346255, 42.90861)"
Рахимов көшесі,119.184,"(71.3346255, 42.90861)","(71.3360448, 42.9083489)"
Исатай батыр,163.85,"(71.3346255, 42.90861)","(71.3350761, 42.9100461)"
Исатай батыр,37.789,"(71.3346255, 42.90861)","(71.3345047, 42.9082819)"
Исатай батыр,163.85,"(71.3350761, 42.9100461)","(71.3346255, 42.90861)"
Исатай батыр,130.794,"(71.3350761, 42.9100461)","(71.3355314, 42.9111741)"
,179.47400000000002,"(71.3350761, 42.9100461)","(71.3332307, 42.910824)"
Ниетқалиев,157.901,"(71.3376552, 42.9151055)","(71.3358835, 42.9156825)"
Исатай батыр,345.893,"(71.3376552, 42.9151055)","(71.3360206, 42.9122344)"
Ниетқалиев,194.25400000000002,"(71.3376552, 42.9151055)","(71.3398328, 42.9143937)"
переулок Мамбет батыра,679.9910000000001,"(71.3304278, 42.9087514)","(71.3223584, 42.9078029)"
Махамбет батыр көшесі,69.541,"(71.3251203, 42.9120204)","(71.3247454, 42.9114585)"
,67.792,"(71.3251203, 42.9120204)","(71.3258789, 42.9117694)"
Махамбет батыр көшесі,26.309,"(71.3251203, 42.9120204)","(71.3252448, 42.9122387)"
,45.578,"(71.3270348, 42.898753)","(71.326654, 42.8984544)"
,22.162,"(71.326654, 42.8984544)","(71.3264069, 42.8985378)"
,7.861,"(71.326654, 42.8984544)","(71.3267417, 42.8984249)"
,45.578,"(71.326654, 42.8984544)","(71.3270348, 42.898753)"
,29.764,"(71.3264069, 42.8985378)","(71.3263482, 42.8982736)"
,24.889,"(71.3264069, 42.8985378)","(71.3261326, 42.8986364)"
,22.162,"(71.3264069, 42.8985378)","(71.326654, 42.8984544)"
Тәуке хан,30.326,"(71.3245077, 42.896757)","(71.3242246, 42.8965799)"
,19.382,"(71.3261059, 42.8977416)","(71.3260717, 42.8979141)"
Тәуке хан,37.388,"(71.3261059, 42.8977416)","(71.3257546, 42.8975252)"
,29.764,"(71.3263482, 42.8982736)","(71.3264069, 42.8985378)"
,16.427,"(71.3263482, 42.8982736)","(71.3265352, 42.8982183)"
,54.94500000000001,"(71.3263482, 42.8982736)","(71.3260717, 42.8979141)"
Тәуке хан,12.633,"(71.3267491, 42.898155)","(71.3266337, 42.8980791)"
,18.792,"(71.3267491, 42.898155)","(71.3265352, 42.8982183)"
,73.768,"(71.3250339, 42.898136)","(71.3256261, 42.8976341)"
Тәуке хан,45.647,"(71.3257546, 42.8975252)","(71.3253257, 42.897261)"
,16.006,"(71.3257546, 42.8975252)","(71.3256261, 42.8976341)"
,28.745,"(71.3220969, 42.8983521)","(71.3222697, 42.8981267)"
,28.745,"(71.3222697, 42.8981267)","(71.3220969, 42.8983521)"
,9.832,"(71.3222697, 42.8981267)","(71.3223658, 42.8981802)"
,57.793,"(71.3222697, 42.8981267)","(71.3218127, 42.8977304)"
,387.501,"(71.323847, 42.8994397)","(71.3223658, 42.8981802)"
,156.193,"(71.3236284, 42.9002816)","(71.324849, 42.8992904)"
,36.426,"(71.324849, 42.8992904)","(71.3245189, 42.8995114)"
,236.969,"(71.324849, 42.8992904)","(71.3223658, 42.8981802)"
,21.31,"(71.324849, 42.8992904)","(71.3250421, 42.8991611)"
,156.193,"(71.324849, 42.8992904)","(71.3236284, 42.9002816)"
,236.969,"(71.3223658, 42.8981802)","(71.324849, 42.8992904)"
,9.832,"(71.3223658, 42.8981802)","(71.3222697, 42.8981267)"
,387.50100000000003,"(71.3223658, 42.8981802)","(71.323847, 42.8994397)"
3-й Автомобильный переулок,40.769999999999996,"(71.3218127, 42.8977304)","(71.3220855, 42.8974231)"
3-й Автомобильный переулок,155.805,"(71.3218127, 42.8977304)","(71.3207723, 42.8989048)"
,57.793,"(71.3218127, 42.8977304)","(71.3222697, 42.8981267)"
,99.399,"(71.3237303, 42.8984622)","(71.324535, 42.8977902)"
,123.19,"(71.3233119, 42.8971457)","(71.324535, 42.8977902)"
,99.399,"(71.324535, 42.8977902)","(71.3237303, 42.8984622)"
,123.19,"(71.324535, 42.8977902)","(71.3233119, 42.8971457)"
,89.356,"(71.324535, 42.8977902)","(71.3253257, 42.897261)"
Тәуке хан,5.131,"(71.3253257, 42.897261)","(71.3252775, 42.8972313)"
,89.356,"(71.3253257, 42.897261)","(71.324535, 42.8977902)"
,64.23,"(71.3266059, 42.8996331)","(71.3272333, 42.899983)"
,55.256,"(71.3266059, 42.8996331)","(71.3260826, 42.8993169)"
,64.23,"(71.3272333, 42.899983)","(71.3266059, 42.8996331)"
,55.256,"(71.3260826, 42.8993169)","(71.3266059, 42.8996331)"
,127.87,"(71.3260826, 42.8993169)","(71.3251573, 42.9002423)"
,78.677,"(71.3260826, 42.8993169)","(71.3261326, 42.8986364)"
,127.87,"(71.3251573, 42.9002423)","(71.3260826, 42.8993169)"
,24.889,"(71.3261326, 42.8986364)","(71.3264069, 42.8985378)"
,78.677,"(71.3261326, 42.8986364)","(71.3260826, 42.8993169)"
,106.551,"(71.3261326, 42.8986364)","(71.3250421, 42.8991611)"
,36.426,"(71.3245189, 42.8995114)","(71.324849, 42.8992904)"
,180.581,"(71.3205117, 42.9011501)","(71.3188144, 42.9019956)"
,140.26,"(71.3188144, 42.9019956)","(71.3195589, 42.903133)"
,180.581,"(71.3188144, 42.9019956)","(71.3205117, 42.9011501)"
,72.306,"(71.3188144, 42.9019956)","(71.3185698, 42.9013876)"
,182.245,"(71.3210803, 42.9021443)","(71.3195589, 42.903133)"
,140.26,"(71.3195589, 42.903133)","(71.3188144, 42.9019956)"
,18.203,"(71.3195589, 42.903133)","(71.3196412, 42.9032852)"
,182.245,"(71.3195589, 42.903133)","(71.3210803, 42.9021443)"
,8.996,"(71.3201712, 42.9043696)","(71.3202146, 42.904444)"
,128.074,"(71.3201712, 42.9043696)","(71.3196412, 42.9032852)"
Толе Би,205.639,"(71.3201712, 42.9043696)","(71.3225628, 42.903777)"
,93.073,"(71.3211393, 42.9045059)","(71.3222153, 42.9042241)"
,93.073,"(71.3222153, 42.9042241)","(71.3211393, 42.9045059)"
,46.55,"(71.3222153, 42.9042241)","(71.3224111, 42.9046174)"
,28.995,"(71.3222153, 42.9042241)","(71.322098, 42.9039779)"
,10.747,"(71.3224563, 42.9047082)","(71.3224111, 42.9046174)"
Төле Би,126.081,"(71.322098, 42.9039779)","(71.3206328, 42.9043437)"
,28.995,"(71.322098, 42.9039779)","(71.3222153, 42.9042241)"
,66.511,"(71.3209711, 42.904639)","(71.3209958, 42.9051365)"
Махамбет батыр көшесі,88.267,"(71.3207451, 42.9052374)","(71.3212185, 42.9059514)"
Махамбет батыр көшесі,57.629000000000005,"(71.3207451, 42.9052374)","(71.3204366, 42.9047711)"
,23.921,"(71.3207451, 42.9052374)","(71.3209958, 42.9051365)"
,28.04,"(71.3216878, 42.906077)","(71.3213746, 42.9061817)"
,29.772,"(71.3216878, 42.906077)","(71.321547, 42.9058369)"
,164.09699999999998,"(71.3216878, 42.906077)","(71.3234782, 42.9054214)"
,19.266,"(71.3214156, 42.9058556)","(71.3212185, 42.9059514)"
,86.964,"(71.3214156, 42.9058556)","(71.3209958, 42.9051365)"
,11.007,"(71.3214156, 42.9058556)","(71.321547, 42.9058369)"
,39.474000000000004,"(71.3224053, 42.9070324)","(71.3219776, 42.9071993)"
Махамбет батыр көшесі,31.086,"(71.3219776, 42.9071993)","(71.3218161, 42.906946)"
Махамбет батыр көшесі,74.933,"(71.3219776, 42.9071993)","(71.3223584, 42.9078029)"
,39.474000000000004,"(71.3219776, 42.9071993)","(71.3224053, 42.9070324)"
,48.328,"(71.3212895, 42.9071463)","(71.3218161, 42.906946)"
,38.981,"(71.3234675, 42.9086669)","(71.3230384, 42.9088222)"
Махамбет батыр көшесі,17.97,"(71.3230384, 42.9088222)","(71.3231347, 42.9089676)"
Махамбет батыр көшесі,92.254,"(71.3230384, 42.9088222)","(71.3225441, 42.9080757)"
,38.981,"(71.3230384, 42.9088222)","(71.3234675, 42.9086669)"
,25.822,"(71.3249856, 42.9095274)","(71.3251144, 42.9097396)"
,70.041,"(71.3259244, 42.9095628)","(71.3251144, 42.9097396)"
,25.822,"(71.3251144, 42.9097396)","(71.3249856, 42.9095274)"
,109.697,"(71.3251144, 42.9097396)","(71.3239278, 42.9102064)"
,70.041,"(71.3251144, 42.9097396)","(71.3259244, 42.9095628)"
,73.245,"(71.3250875, 42.9104586)","(71.3242744, 42.9107401)"
Махамбет батыр көшесі,88.615,"(71.3242744, 42.9107401)","(71.3247454, 42.9114585)"
Махамбет батыр көшесі,65.716,"(71.3242744, 42.9107401)","(71.3239278, 42.9102064)"
,73.245,"(71.3242744, 42.9107401)","(71.3250875, 42.9104586)"
,44.082,"(71.3247549, 42.9124073)","(71.3252448, 42.9122387)"
Махамбет батыр көшесі,61.196,"(71.3252448, 42.9122387)","(71.3255661, 42.9127362)"
,44.082,"(71.3252448, 42.9122387)","(71.3247549, 42.9124073)"
Махамбет батыр көшесі,26.309,"(71.3252448, 42.9122387)","(71.3251203, 42.9120204)"
,102.31200000000001,"(71.3209355, 42.9122934)","(71.321943, 42.912401)"
Байзақ батыр,217.48,"(71.3474069, 42.8558013)","(71.3495048, 42.8570097)"
Байзақ батыр,299.25800000000004,"(71.3474069, 42.8558013)","(71.3446624, 42.8540142)"
,186.925,"(71.3474069, 42.8558013)","(71.3451451, 42.8560651)"
4-й переулок Бауыржана Момышулы,72.069,"(71.3211088, 42.8854101)","(71.3203673, 42.8850567)"
4-й переулок Бауыржана Момышулы,297.739,"(71.3211088, 42.8854101)","(71.3241721, 42.8868702)"
Абишева,292.083,"(71.3211088, 42.8854101)","(71.3191234, 42.887597)"
Абишева,293.154,"(71.3211088, 42.8854101)","(71.3230827, 42.8832059)"
4-й переулок Бауыржана Момышулы,7.931,"(71.3244533, 42.8870042)","(71.3243717, 42.8869653)"
4-й переулок Бауыржана Момышулы,27.0,"(71.3244533, 42.8870042)","(71.3247311, 42.8871366)"
,109.699,"(71.3244533, 42.8870042)","(71.323718, 42.8878305)"
,50.85,"(71.3244533, 42.8870042)","(71.3244518, 42.887454)"
,186.92499999999998,"(71.3451451, 42.8560651)","(71.3474069, 42.8558013)"
Абишева,106.246,"(71.3258079, 42.8802051)","(71.325092, 42.8810037)"
Абишева,91.81,"(71.3258079, 42.8802051)","(71.3264265, 42.879515)"
12-й переулок Фресно,141.79,"(71.3258079, 42.8802051)","(71.3243526, 42.879506)"
12-й переулок Фресно,141.79,"(71.3243526, 42.879506)","(71.3258079, 42.8802051)"
Абишева,13.705,"(71.3287885, 42.8768851)","(71.3286953, 42.8769877)"
Абишева,195.31,"(71.3287885, 42.8768851)","(71.3301157, 42.8754225)"
,352.626,"(71.3287885, 42.8768851)","(71.3323861, 42.8786473)"
,45.135,"(71.3461482, 42.8664459)","(71.3466378, 42.8662562)"
Казакова,5.444,"(71.3482886, 42.8672166)","(71.348234, 42.8671884)"
Казакова,42.399,"(71.3482886, 42.8672166)","(71.3487141, 42.867436)"
,35.039,"(71.3482886, 42.8672166)","(71.3480526, 42.86748)"
,35.039,"(71.3480526, 42.86748)","(71.3482886, 42.8672166)"
2-й переулок Абишева,177.536,"(71.345555, 42.8623486)","(71.3470436, 42.8616841)"
2-й переулок Абишева,241.31799999999998,"(71.345555, 42.8623486)","(71.3430449, 42.8611977)"
,410.212,"(71.345555, 42.8623486)","(71.3431549, 42.8655298)"
4-й переулок Бауыржана Момышулы,70.10000000000001,"(71.3418329, 42.8770258)","(71.3415921, 42.8775764)"
4-й переулок Бауыржана Момышулы,101.579,"(71.3418329, 42.8770258)","(71.3423434, 42.8762327)"
,305.32800000000003,"(71.3418329, 42.8770258)","(71.3423434, 42.8762327)"
,131.61599999999999,"(71.3431817, 42.8777371)","(71.34411, 42.8768176)"
,73.601,"(71.3486105, 42.8826311)","(71.3478395, 42.8822862)"
,73.601,"(71.3478395, 42.8822862)","(71.3486105, 42.8826311)"
,254.076,"(71.3478395, 42.8822862)","(71.3452456, 42.881018)"
,46.622,"(71.3478395, 42.8822862)","(71.3481389, 42.8819289)"
,24.984,"(71.3478395, 42.8822862)","(71.3476649, 42.8824709)"
Жүргенов көшесі,27.848,"(71.3452456, 42.881018)","(71.3450344, 42.8812149)"
Жүргенов көшесі,49.592,"(71.3452456, 42.881018)","(71.3456793, 42.8807051)"
,254.076,"(71.3452456, 42.881018)","(71.3478395, 42.8822862)"
Сапыра жырау,62.635,"(71.3481389, 42.8819289)","(71.3475257, 42.8815892)"
Сапыра жырау,26.138,"(71.3481389, 42.8819289)","(71.3484084, 42.8820564)"
